name,price,time
AMZN,191.01,2024-09-20T20:00:00Z
AMZN,191.72,2024-09-20T19:00:00Z
AMZN,190.02,2024-09-20T18:00:00Z
AMZN,189.7,2024-09-20T17:00:00Z
AMZN,190.38,2024-09-20T16:00:00Z
AMZN,189.35,2024-09-20T15:00:00Z
AMZN,188.24,2024-09-20T14:00:00Z
AMZN,189.45,2024-09-20T13:00:00Z
AMZN,189.85,2024-09-19T19:00:00Z
AMZN,189.87,2024-09-19T18:00:00Z
AMZN,189.58,2024-09-19T17:00:00Z
AMZN,189.25,2024-09-19T16:00:00Z
AMZN,188.77,2024-09-19T15:00:00Z
AMZN,189.265,2024-09-19T14:00:00Z
AMZN,188.87,2024-09-19T13:00:00Z
AMZN,186.39,2024-09-18T19:00:00Z
AMZN,187.46,2024-09-18T18:00:00Z
AMZN,186.85,2024-09-18T17:00:00Z
AMZN,186.67,2024-09-18T16:00:00Z
AMZN,185.78,2024-09-18T15:00:00Z
AMZN,187.145,2024-09-18T14:00:00Z
AMZN,186.62,2024-09-18T13:00:00Z
AMZN,186.96,2024-09-17T19:00:00Z
AMZN,186.875,2024-09-17T18:00:00Z
AMZN,186.79,2024-09-17T17:00:00Z
AMZN,186.96,2024-09-17T16:00:00Z
AMZN,188.45,2024-09-17T15:00:00Z
AMZN,188.3,2024-09-17T14:00:00Z
AMZN,188.35,2024-09-17T13:00:00Z
AMZN,184.9,2024-09-16T19:00:00Z
AMZN,185.33,2024-09-16T18:00:00Z
AMZN,185.1,2024-09-16T17:00:00Z
AMZN,184.28,2024-09-16T16:00:00Z
AMZN,184.32,2024-09-16T15:00:00Z
AMZN,183.77,2024-09-16T14:00:00Z
AMZN,185.535,2024-09-16T13:00:00Z
AMZN,186.44,2024-09-13T19:00:00Z
AMZN,186.92,2024-09-13T18:00:00Z
AMZN,187.335,2024-09-13T17:00:00Z
AMZN,186.87,2024-09-13T16:00:00Z
AMZN,187.57,2024-09-13T15:00:00Z
AMZN,187.22,2024-09-13T14:00:00Z
AMZN,187.68,2024-09-13T13:00:00Z
AMZN,187.07,2024-09-12T19:00:00Z
AMZN,187.205,2024-09-12T18:00:00Z
AMZN,186.32,2024-09-12T17:00:00Z
AMZN,185.84,2024-09-12T16:00:00Z
AMZN,184.35,2024-09-12T15:00:00Z
AMZN,183.99,2024-09-12T14:00:00Z
AMZN,184.96,2024-09-12T13:00:00Z
AMZN,184.38,2024-09-11T19:00:00Z
AMZN,182.31,2024-09-11T18:00:00Z
AMZN,181.32,2024-09-11T17:00:00Z
AMZN,178.75,2024-09-11T16:00:00Z
AMZN,177.955,2024-09-11T15:00:00Z
AMZN,176.48,2024-09-11T14:00:00Z
AMZN,178.17,2024-09-11T13:00:00Z
AMZN,180.42,2024-09-11T12:00:00Z
AMZN,179.62,2024-09-10T19:00:00Z
AMZN,179.62,2024-09-10T18:00:00Z
AMZN,180.01,2024-09-10T17:00:00Z
AMZN,178.85,2024-09-10T16:00:00Z
AMZN,177.835,2024-09-10T15:00:00Z
AMZN,177.34,2024-09-10T14:00:00Z
AMZN,179.5,2024-09-10T13:00:00Z
AMZN,175.4,2024-09-09T19:00:00Z
AMZN,174.03,2024-09-09T18:00:00Z
AMZN,174.64,2024-09-09T17:00:00Z
AMZN,175.635,2024-09-09T16:00:00Z
AMZN,175.23,2024-09-09T15:00:00Z
AMZN,173.83,2024-09-09T14:00:00Z
AMZN,175.13,2024-09-09T13:00:00Z
AMZN,171.45,2024-09-06T19:00:00Z
AMZN,171.79,2024-09-06T18:00:00Z
AMZN,172.355,2024-09-06T17:00:00Z
AMZN,171.94,2024-09-06T16:00:00Z
AMZN,172.03,2024-09-06T15:00:00Z
AMZN,173.49,2024-09-06T14:00:00Z
AMZN,175.72,2024-09-06T13:00:00Z
AMZN,177.87,2024-09-05T19:00:00Z
